INDEX,YEAR,MONTH,DAY-OF-WEEK,DAY-OF-MONTH,DAY-OF-YEAR,AGE-OF-RECORD,IS-WEEKEND-DAY,BANK-HOLIDAY,CPI-INDEX,WEATHER-SUMMARY,WEATHER-HUMIDITY,WEATHER-TEMPERATURE-HIGH,WEATHER-TEMPERATURE-LOW,FUEL-INDEX,UNEMPLOYMENT-INDEX,FOOD-SALES,LIQUOR-SALES
2017-10-30,2017,10,Mon,30,302,1509321600,0,no-bh,104.4,partly-cloudy-day,0.8,11.26,5.52,344.9,0,395.46,655.38
2017-10-31,2017,10,Tue,31,303,1509408000,0,no-bh,104.4,partly-cloudy-day,0.82,12.67,7.81,344.9,0,735.46,4271.17
2017-11-01,2017,11,Wed,01,304,1509494400,0,no-bh,104.7,partly-cloudy-day,0.84,14.94,4.26,346.2,0,668.75,1124.04
2017-11-02,2017,11,Thu,02,305,1509580800,0,no-bh,104.7,fog,0.91,12.36,6.77,346.2,0,707.71,2354.21
2017-11-03,2017,11,Fri,03,306,1509667200,1,no-bh,104.7,fog,0.9,13.51,10.12,346.2,0,956.58,5235.62
2017-11-04,2017,11,Sat,04,307,1509753600,1,no-bh,104.7,partly-cloudy-day,0.89,13.11,3.94,346.2,0,676.96,1965
2017-11-05,2017,11,Sun,05,308,1509840000,1,no-bh,104.7,partly-cloudy-day,0.8,9.46,0.21,346.2,0,1159.92,1670.96
2017-11-06,2017,11,Mon,06,309,1509926400,0,no-bh,104.7,partly-cloudy-night,0.84,10.74,5.97,346.2,0,347.5,743.54
2017-11-07,2017,11,Tue,07,310,1510012800,0,no-bh,104.7,partly-cloudy-day,0.86,11.09,5.66,346.2,0,485.54,632.54
2017-11-08,2017,11,Wed,08,311,1510099200,0,no-bh,104.7,partly-cloudy-day,0.83,9.03,1.9,346.2,0,1148.21,2871.96
2017-11-09,2017,11,Thu,09,312,1510185600,0,no-bh,104.7,partly-cloudy-day,0.88,12.77,8.39,346.2,0,484.33,2640.21
2017-11-10,2017,11,Fri,10,313,1510272000,1,no-bh,104.7,partly-cloudy-day,0.72,11.78,7.03,346.2,0,906.08,4629.25
2017-11-11,2017,11,Sat,11,314,1510358400,1,no-bh,104.7,partly-cloudy-day,0.93,9.28,6.17,346.2,0,1146.17,3147.67
2017-11-12,2017,11,Sun,12,315,1510444800,1,no-bh,104.7,partly-cloudy-day,0.77,7.66,1.87,346.2,0,1217.96,1153.46
2017-11-13,2017,11,Mon,13,316,1510531200,0,no-bh,104.7,partly-cloudy-night,0.75,6.99,3.72,346.2,0,236.92,710
2017-11-14,2017,11,Tue,14,317,1510617600,0,no-bh,104.7,partly-cloudy-day,0.85,11.08,9.64,346.2,0,368.17,1034.92
2017-11-15,2017,11,Wed,15,318,1510704000,0,no-bh,104.7,fog,0.95,11.72,9.45,346.2,0,559,1617.75
2017-11-16,2017,11,Thu,16,319,1510790400,0,no-bh,104.7,partly-cloudy-day,0.86,13.26,0.69,346.2,0,503.71,1856.33
2017-11-17,2017,11,Fri,17,320,1510876800,1,no-bh,104.7,partly-cloudy-day,0.8,8.77,3.83,346.2,0,709.29,3244.5
2017-11-18,2017,11,Sat,18,321,1510963200,1,no-bh,104.7,partly-cloudy-day,0.87,8.53,2.68,346.2,0,1108.71,5893
2017-11-19,2017,11,Sun,19,322,1511049600,1,no-bh,104.7,partly-cloudy-night,0.82,7.57,3.67,346.2,0,706.79,1090.38
2017-11-20,2017,11,Mon,20,323,1511136000,0,no-bh,104.7,cloudy,0.89,12.47,11.68,346.2,0,364.71,633.75
2017-11-21,2017,11,Tue,21,324,1511222400,0,no-bh,104.7,wind,0.84,13.17,13.11,346.2,0,400.21,1017.46
2017-11-22,2017,11,Wed,22,325,1511308800,0,no-bh,104.7,wind,0.74,14.42,9.78,346.2,0,816.04,1271.83
2017-11-23,2017,11,Thu,23,326,1511395200,0,no-bh,104.7,wind,0.71,12.07,5.5,346.2,0,428.71,1731.17
2017-11-24,2017,11,Fri,24,327,1511481600,1,no-bh,104.7,partly-cloudy-day,0.81,7.52,-0.32,346.2,0,825.29,3208.5
2017-11-25,2017,11,Sat,25,328,1511568000,1,no-bh,104.7,partly-cloudy-day,0.82,6.62,2.27,346.2,0,361.58,6116.04
2017-11-26,2017,11,Sun,26,329,1511654400,1,no-bh,104.7,cloudy,0.8,7.23,3.79,346.2,0,969.08,951.04
2017-11-27,2017,11,Mon,27,330,1511740800,0,no-bh,104.7,wind,0.83,9.77,3.33,346.2,0,294.08,675.17
2017-11-28,2017,11,Tue,28,331,1511827200,0,no-bh,104.7,partly-cloudy-night,0.81,6.23,1.91,346.2,0,708.13,1970.58
2017-11-29,2017,11,Wed,29,332,1511913600,0,no-bh,104.7,partly-cloudy-day,0.82,5.52,-0.45,346.2,0,444.58,1760.17
2017-11-30,2017,11,Thu,30,333,1512000000,0,no-bh,104.7,partly-cloudy-night,0.74,3.26,2.37,346.2,0,520.83,2095.67
2017-12-01,2017,12,Fri,01,334,1512086400,1,no-bh,104.7,partly-cloudy-day,0.81,6.17,2.73,347.3,0,767.42,2942.83
2017-12-02,2017,12,Sat,02,335,1512172800,1,no-bh,104.7,partly-cloudy-day,0.85,5.85,5.42,347.3,0,991.5,2433.5
2017-12-03,2017,12,Sun,03,336,1512259200,1,no-bh,104.7,partly-cloudy-day,0.92,9.69,4.29,347.3,0,1049.58,882
2017-12-04,2017,12,Mon,04,337,1512345600,0,no-bh,104.7,partly-cloudy-night,0.86,9.1,7.22,347.3,0,368.92,465.08
2017-12-05,2017,12,Tue,05,338,1512432000,0,no-bh,104.7,cloudy,0.78,8.16,8.01,347.3,0,823.33,1672.63
2017-12-06,2017,12,Wed,06,339,1512518400,0,no-bh,104.7,wind,0.74,10.37,8.87,347.3,0,513.63,2149.83
2017-12-07,2017,12,Thu,07,340,1512604800,0,no-bh,104.7,wind,0.83,11.57,2.42,347.3,0,1162.08,5209.92
2017-12-08,2017,12,Fri,08,341,1512691200,1,no-bh,104.7,partly-cloudy-night,0.75,3.91,-1.03,347.3,0,1094.83,3893.58
2017-12-09,2017,12,Sat,09,342,1512777600,1,no-bh,104.7,partly-cloudy-day,0.81,3.28,0.29,347.3,0,544.83,7703.96
2017-12-10,2017,12,Sun,10,343,1512864000,1,no-bh,104.7,cloudy,0.93,2.21,0.95,347.3,0,948.63,995.25
2017-12-11,2017,12,Mon,11,344,1512950400,0,no-bh,104.7,partly-cloudy-day,0.9,2.61,-2.99,347.3,0,469.83,598.88
2017-12-12,2017,12,Tue,12,345,1513036800,0,no-bh,104.7,partly-cloudy-night,0.86,3.26,3.44,347.3,0,655.21,2095.42
2017-12-13,2017,12,Wed,13,346,1513123200,0,no-bh,104.7,wind,0.9,8.57,3.15,347.3,0,456.08,1388.67
2017-12-14,2017,12,Thu,14,347,1513209600,0,no-bh,104.7,wind,0.82,5.82,2.33,347.3,0,1643.92,2738.42
2017-12-15,2017,12,Fri,15,348,1513296000,1,no-bh,104.7,partly-cloudy-day,0.86,5.16,-0.02,347.3,0,1816.46,3168.92
2017-12-16,2017,12,Sat,16,349,1513382400,1,no-bh,104.7,partly-cloudy-day,0.85,4.69,-0.17,347.3,0,481.21,2466.71
2017-12-17,2017,12,Sun,17,350,1513468800,1,no-bh,104.7,partly-cloudy-day,0.95,8.62,2.1,347.3,0,953.63,2137.92
2017-12-18,2017,12,Mon,18,351,1513555200,0,no-bh,104.7,fog,0.87,6.83,-0.1,347.3,0,422.13,1171.54
2017-12-19,2017,12,Tue,19,352,1513641600,0,no-bh,104.7,fog,0.92,7.08,6.86,347.3,0,1284.54,1885.17
2017-12-20,2017,12,Wed,20,353,1513728000,0,no-bh,104.7,fog,0.97,10.21,9.81,347.3,0,1357.79,3013.08
2017-12-21,2017,12,Thu,21,354,1513814400,0,no-bh,104.7,fog,0.93,11.53,9.04,347.3,0,750.17,2868.42
2017-12-22,2017,12,Fri,22,355,1513900800,1,no-bh,104.7,partly-cloudy-day,0.92,11.46,8.82,347.3,0,911.46,4103.17
2017-12-23,2017,12,Sat,23,356,1513987200,1,no-bh,104.7,cloudy,0.92,9.12,7.97,347.3,0,636.33,2620.37
2017-12-24,2017,12,Sun,24,357,1514073600,1,no-bh,104.7,partly-cloudy-day,0.89,9.93,9.29,347.3,0,368.92,597.13
2017-12-26,2017,12,Tue,26,359,1514246400,0,bh,104.7,partly-cloudy-day,0.87,7.26,1.89,347.3,0,459.58,897.58
2017-12-27,2017,12,Wed,27,360,1514332800,0,no-bh,104.7,wind,0.87,3.16,-0.02,347.3,0,161.88,246.54
2017-12-28,2017,12,Thu,28,361,1514419200,0,no-bh,104.7,clear-day,0.84,4.68,-1.41,347.3,0,78.58,278.96
2017-12-29,2017,12,Fri,29,362,1514505600,1,no-bh,104.7,partly-cloudy-day,0.83,8.04,4.81,347.3,0,380.13,655.88
2017-12-30,2017,12,Sat,30,363,1514592000,1,no-bh,104.7,wind,0.81,13.32,9.07,347.3,0,339.29,750.75
2017-12-31,2017,12,Sun,31,364,1514678400,1,no-bh,104.7,wind,0.86,12.31,5.47,347.3,0,779.29,1576.83
2018-01-01,2018,01,Mon,01,0,1514764800,0,bh,104.7,partly-cloudy-day,0.8,7.04,4.01,0,0,527.63,709.37
2018-01-02,2018,01,Tue,02,1,1514851200,0,no-bh,104.7,wind,0.87,10.31,7.56,0,0,568.38,2310.67
2018-01-03,2018,01,Wed,03,2,1514937600,0,no-bh,104.7,wind,0.69,10.18,6.2,0,0,275.96,676.63
2018-01-04,2018,01,Thu,04,3,1515024000,0,no-bh,104.7,wind,0.81,12.39,5.38,0,0,498.29,990.33
2018-01-05,2018,01,Fri,05,4,1515110400,1,no-bh,104.7,partly-cloudy-day,0.83,8.29,1.69,0,0,485.71,2695.12
2018-01-06,2018,01,Sat,06,5,1515196800,1,no-bh,104.7,partly-cloudy-day,0.89,5.19,2.23,0,0,498.79,6723.58
2018-01-07,2018,01,Sun,07,6,1515283200,1,no-bh,104.7,partly-cloudy-night,0.75,5.2,1.97,0,0,678.75,612.96
2018-01-08,2018,01,Mon,08,7,1515369600,0,no-bh,104.7,cloudy,0.87,4.49,3.94,0,0,163.17,345.38
2018-01-09,2018,01,Tue,09,8,1515456000,0,no-bh,104.7,fog,0.93,6.56,6.81,0,0,330.42,682.46
2018-01-10,2018,01,Wed,10,9,1515542400,0,no-bh,104.7,fog,0.91,9.23,3.59,0,0,469.58,1300.42
2018-01-11,2018,01,Thu,11,10,1515628800,0,no-bh,104.7,fog,0.94,6.97,5.74,0,0,558.25,1850.21
2018-01-12,2018,01,Fri,12,11,1515715200,1,no-bh,104.7,fog,0.91,7.07,5.02,0,0,389.92,3227.17
2018-01-13,2018,01,Sat,13,12,1515801600,1,no-bh,104.7,partly-cloudy-day,0.82,7.11,3.91,0,0,361.42,1178.67
2018-01-14,2018,01,Sun,14,13,1515888000,1,no-bh,104.7,partly-cloudy-day,0.77,6.06,4.51,0,0,783.67,1174.42
2018-01-15,2018,01,Mon,15,14,1515974400,0,no-bh,104.7,wind,0.86,10.6,5.29,0,0,239.17,434.75
2018-01-16,2018,01,Tue,16,15,1516060800,0,no-bh,104.7,wind,0.75,6.98,2.49,0,0,437,856.58
2018-01-17,2018,01,Wed,17,16,1516147200,0,no-bh,104.7,wind,0.7,7.13,5.37,0,0,653.38,1251.54
2018-01-18,2018,01,Thu,18,17,1516233600,0,no-bh,104.7,wind,0.72,8.36,0.87,0,0,465.63,2229.04
2018-01-19,2018,01,Fri,19,18,1516320000,1,no-bh,104.7,partly-cloudy-day,0.79,6.41,2.22,0,0,583.88,4962.88
2018-01-20,2018,01,Sat,20,19,1516406400,1,no-bh,104.7,cloudy,0.92,4.09,1.14,0,0,634.88,3334.79
2018-01-21,2018,01,Sun,21,20,1516492800,1,no-bh,104.7,fog,0.95,6.08,7.17,0,0,568.25,827.63
2018-01-22,2018,01,Mon,22,21,1516579200,0,no-bh,104.7,partly-cloudy-day,0.81,9.81,7.25,0,0,270.75,418.83
2018-01-23,2018,01,Tue,23,22,1516665600,0,no-bh,104.7,wind,0.87,12.43,10.76,0,0,420.96,686.21
2018-01-24,2018,01,Wed,24,23,1516752000,0,no-bh,104.7,wind,0.89,12.7,6.22,0,0,708.83,1681.33
2018-01-25,2018,01,Thu,25,24,1516838400,0,no-bh,104.7,partly-cloudy-day,0.81,9.54,2.32,0,0,538.29,1672.71
2018-01-26,2018,01,Fri,26,25,1516924800,1,no-bh,104.7,partly-cloudy-day,0.87,7.3,2.98,0,0,544.38,4338.25
2018-01-27,2018,01,Sat,27,26,1517011200,1,no-bh,104.7,partly-cloudy-day,0.89,9.77,9.21,0,0,557.75,2373.21
2018-01-28,2018,01,Sun,28,27,1517097600,1,no-bh,104.7,wind,0.85,12.73,10.33,0,0,822.42,1750.33
2018-01-29,2018,01,Mon,29,28,1517184000,0,no-bh,104.7,wind,0.78,11.65,-0.41,0,0,191.08,589.46
2018-01-30,2018,01,Tue,30,29,1517270400,0,no-bh,104.7,wind,0.86,8.02,6.86,0,0,709.79,1706.83
2018-01-31,2018,01,Wed,31,30,1517356800,0,no-bh,104.7,partly-cloudy-day,0.8,8.17,2.57,0,0,809.79,2208.42
2018-02-01,2018,02,Thu,01,31,1517443200,0,no-bh,104.7,partly-cloudy-day,0.74,6.87,3.66,0,0,609.42,2291.38
2018-02-02,2018,02,Fri,02,32,1517529600,1,no-bh,104.7,partly-cloudy-day,0.74,6.82,3.06,0,0,577.5,4675.63
2018-02-03,2018,02,Sat,03,33,1517616000,1,no-bh,104.7,partly-cloudy-day,0.88,3.85,2.16,0,0,818,8012.92
