INDEX,YEAR,MONTH,DAY-OF-WEEK,DAY-OF-MONTH,DAY-OF-YEAR,AGE-OF-RECORD,IS-WEEKEND-DAY,BANK-HOLIDAY,CPI-INDEX,WEATHER-SUMMARY,WEATHER-HUMIDITY,WEATHER-TEMPERATURE-HIGH,WEATHER-TEMPERATURE-LOW,FUEL-INDEX,UNEMPLOYMENT-INDEX,FOOD-SALES,LIQUOR-SALES
2017-04-21,2017,04,Fri,21,110,1492732800,1,no-bh,103.2,partly-cloudy-day,0.72,14.66,8.83,330.5,4.5,661.42,4531.25
2017-04-22,2017,04,Sat,22,111,1492819200,1,no-bh,103.2,partly-cloudy-day,0.68,14.53,7.17,330.5,4.5,764.79,2419.33
2017-04-23,2017,04,Sun,23,112,1492905600,1,no-bh,103.2,partly-cloudy-day,0.66,14.64,6.54,330.5,4.5,613.54,861.46
2017-04-24,2017,04,Mon,24,113,1492992000,0,no-bh,103.2,partly-cloudy-day,0.74,12.94,1.22,330.5,4.5,444.21,555.42
2017-04-25,2017,04,Tue,25,114,1493078400,0,no-bh,103.2,partly-cloudy-day,0.56,10.02,2.22,330.5,4.5,593.58,1049.75
2017-04-26,2017,04,Wed,26,115,1493164800,0,no-bh,103.2,partly-cloudy-day,0.76,8.47,0.34,330.5,4.5,610.71,857.88
2017-04-27,2017,04,Thu,27,116,1493251200,0,no-bh,103.2,partly-cloudy-day,0.76,10.16,7.2,330.5,4.5,848.17,2259.87
2017-04-28,2017,04,Fri,28,117,1493337600,1,no-bh,103.2,partly-cloudy-day,0.72,13.13,4.69,330.5,4.5,1047.74,3965.79
2017-04-29,2017,04,Sat,29,118,1493424000,1,no-bh,103.2,partly-cloudy-day,0.65,14.49,8.99,330.5,4.5,1620.04,8780.08
2017-04-30,2017,04,Sun,30,119,1493510400,1,no-bh,103.2,wind,0.57,15.43,8.56,330.5,4.5,765.79,2732.29
2017-05-01,2017,05,Mon,01,120,1493596800,0,bh,103.5,partly-cloudy-day,0.83,11.93,6.14,337,4.4,434.08,580.88
2017-05-02,2017,05,Tue,02,121,1493683200,0,no-bh,103.5,partly-cloudy-day,0.76,15.91,7.36,337,4.4,567.37,772.88
2017-05-03,2017,05,Wed,03,122,1493769600,0,no-bh,103.5,partly-cloudy-day,0.84,10.78,9.08,337,4.4,787.83,1084.29
2017-05-04,2017,05,Thu,04,123,1493856000,0,no-bh,103.5,partly-cloudy-day,0.8,12.81,8.22,337,4.4,803.58,1953.04
2017-05-05,2017,05,Fri,05,124,1493942400,1,no-bh,103.5,wind,0.69,14.57,9.23,337,4.4,906.71,4179.92
2017-05-06,2017,05,Sat,06,125,1494028800,1,no-bh,103.5,partly-cloudy-day,0.75,14.61,8.53,337,4.4,641.5,1264.63
2017-05-07,2017,05,Sun,07,126,1494115200,1,no-bh,103.5,partly-cloudy-day,0.72,16.64,7.38,337,4.4,652.13,961.71
2017-05-08,2017,05,Mon,08,127,1494201600,0,no-bh,103.5,partly-cloudy-day,0.72,11.4,6.63,337,4.4,892.42,1310.75
2017-05-09,2017,05,Tue,09,128,1494288000,0,no-bh,103.5,partly-cloudy-day,0.66,12.62,4.45,337,4.4,528.25,1381.38
2017-05-10,2017,05,Wed,10,129,1494374400,0,no-bh,103.5,partly-cloudy-day,0.68,16.87,6.87,337,4.4,548.25,1248.21
2017-05-11,2017,05,Thu,11,130,1494460800,0,no-bh,103.5,fog,0.71,19.42,12.42,337,4.4,542.75,2024.63
2017-05-12,2017,05,Fri,12,131,1494547200,1,no-bh,103.5,partly-cloudy-day,0.83,17.22,11.73,337,4.4,849.42,2645
2017-05-13,2017,05,Sat,13,132,1494633600,1,no-bh,103.5,partly-cloudy-day,0.71,16.82,11.93,337,4.4,600.21,5962.5
2017-05-14,2017,05,Sun,14,133,1494720000,1,no-bh,103.5,partly-cloudy-day,0.69,18.43,9.38,337,4.4,842.96,863.46
2017-05-15,2017,05,Mon,15,134,1494806400,0,no-bh,103.5,wind,0.83,17.77,15.27,337,4.4,427.63,647
2017-05-16,2017,05,Tue,16,135,1494892800,0,no-bh,103.5,wind,0.77,22.57,15.01,337,4.4,1438.42,2340.21
2017-05-17,2017,05,Wed,17,136,1494979200,0,no-bh,103.5,cloudy,0.94,17.79,9.45,337,4.4,535.38,930.75
2017-05-18,2017,05,Thu,18,137,1495065600,0,no-bh,103.5,partly-cloudy-day,0.82,15.91,9.4,337,4.4,713.42,3229.25
2017-05-19,2017,05,Fri,19,138,1495152000,1,no-bh,103.5,partly-cloudy-day,0.83,13.83,6.93,337,4.4,535.33,4611.04
2017-05-20,2017,05,Sat,20,139,1495238400,1,no-bh,103.5,partly-cloudy-day,0.78,14.89,8.57,337,4.4,475.79,1416.67
2017-05-21,2017,05,Sun,21,140,1495324800,1,no-bh,103.5,partly-cloudy-day,0.7,19.18,10.51,337,4.4,1230.79,1759
2017-05-22,2017,05,Mon,22,141,1495411200,0,no-bh,103.5,partly-cloudy-day,0.63,23.41,11.62,337,4.4,358.33,615.54
2017-05-23,2017,05,Tue,23,142,1495497600,0,no-bh,103.5,partly-cloudy-day,0.76,19.95,12.36,337,4.4,468.5,1477.46
2017-05-24,2017,05,Wed,24,143,1495584000,0,no-bh,103.5,partly-cloudy-day,0.7,24.42,12.87,337,4.4,849.63,1724.58
2017-05-25,2017,05,Thu,25,144,1495670400,0,no-bh,103.5,clear-day,0.69,24.48,12.82,337,4.4,577.67,2489.08
2017-05-26,2017,05,Fri,26,145,1495756800,1,no-bh,103.5,clear-day,0.63,25.83,15.39,337,4.4,427.42,1806.21
2017-05-27,2017,05,Sat,27,146,1495843200,1,no-bh,103.5,wind,0.74,21.55,11.71,337,4.4,901.79,2299.17
2017-05-28,2017,05,Sun,28,147,1495929600,1,no-bh,103.5,partly-cloudy-day,0.77,22.88,13.51,337,4.4,468.71,1136.58
2017-05-29,2017,05,Mon,29,148,1496016000,0,bh,103.5,partly-cloudy-day,0.87,20.44,14.47,337,4.4,443.92,730.54
2017-05-30,2017,05,Tue,30,149,1496102400,0,no-bh,103.5,partly-cloudy-day,0.78,19.16,12.57,337,4.4,264.58,759.58
2017-05-31,2017,05,Wed,31,150,1496188800,0,no-bh,103.5,partly-cloudy-day,0.76,20.89,11.65,337,4.4,282.75,1392.96
2017-06-01,2017,06,Thu,01,151,1496275200,0,no-bh,103.5,partly-cloudy-day,0.68,23.66,12.91,336.8,4.3,495.75,1431.75
2017-06-02,2017,06,Fri,02,152,1496361600,1,no-bh,103.5,partly-cloudy-day,0.76,23.13,14.76,336.8,4.3,889.04,3989.62
2017-06-03,2017,06,Sat,03,153,1496448000,1,no-bh,103.5,partly-cloudy-day,0.67,19.87,9.69,336.8,4.3,1168.79,2115.88
2017-06-04,2017,06,Sun,04,154,1496534400,1,no-bh,103.5,partly-cloudy-day,0.69,18.21,11.21,336.8,4.3,429.5,517.63
2017-06-05,2017,06,Mon,05,155,1496620800,0,no-bh,103.5,wind,0.8,17,9.85,336.8,4.3,380.13,711.54
2017-06-06,2017,06,Tue,06,156,1496707200,0,no-bh,103.5,wind,0.81,15.73,10.68,336.8,4.3,297.04,999
2017-06-07,2017,06,Wed,07,157,1496793600,0,no-bh,103.5,wind,0.67,18.75,13,336.8,4.3,439.42,1384.71
2017-06-08,2017,06,Thu,08,158,1496880000,0,no-bh,103.5,wind,0.81,17.43,12.03,336.8,4.3,526,1351.17
2017-06-09,2017,06,Fri,09,159,1496966400,1,no-bh,103.5,partly-cloudy-day,0.76,19.34,13.3,336.8,4.3,1224.54,4927.67
2017-06-10,2017,06,Sat,10,160,1497052800,1,no-bh,103.5,wind,0.72,21.86,16.43,336.8,4.3,1299.92,6000.08
2017-06-11,2017,06,Sun,11,161,1497139200,1,no-bh,103.5,wind,0.71,21.39,12.08,336.8,4.3,477.29,679.5
2017-06-12,2017,06,Mon,12,162,1497225600,0,no-bh,103.5,partly-cloudy-day,0.69,18.43,9.89,336.8,4.3,347.29,915.21
2017-06-13,2017,06,Tue,13,163,1497312000,0,no-bh,103.5,partly-cloudy-day,0.69,22.27,12.49,336.8,4.3,254.58,707.42
2017-06-14,2017,06,Wed,14,164,1497398400,0,no-bh,103.5,partly-cloudy-day,0.63,24.52,14.38,336.8,4.3,463.17,1091.38
2017-06-15,2017,06,Thu,15,165,1497484800,0,no-bh,103.5,wind,0.64,22.62,11.83,336.8,4.3,496.25,1644.67
2017-06-16,2017,06,Fri,16,166,1497571200,1,no-bh,103.5,partly-cloudy-day,0.68,22.54,14.62,336.8,4.3,243.63,1610.5
2017-06-17,2017,06,Sat,17,167,1497657600,1,no-bh,103.5,clear-day,0.69,28.03,16.82,336.8,4.3,782.63,1417.88
2017-06-18,2017,06,Sun,18,168,1497744000,1,bh,103.5,partly-cloudy-day,0.64,29.55,17.47,336.8,4.3,302.55,545.38
2017-06-19,2017,06,Mon,19,169,1497830400,0,no-bh,103.5,partly-cloudy-day,0.63,30.09,17.26,336.8,4.3,168.67,481.38
2017-06-20,2017,06,Tue,20,170,1497916800,0,no-bh,103.5,partly-cloudy-day,0.66,29.17,15.74,336.8,4.3,400.71,1318.88
2017-06-21,2017,06,Wed,21,171,1498003200,0,no-bh,103.5,partly-cloudy-day,0.69,31.47,18.69,336.8,4.3,427.96,920.96
2017-06-22,2017,06,Thu,22,172,1498089600,0,no-bh,103.5,partly-cloudy-day,0.73,22.28,13.12,336.8,4.3,520.83,2080.17
2017-06-23,2017,06,Fri,23,173,1498176000,1,no-bh,103.5,partly-cloudy-day,0.69,22.29,16.64,336.8,4.3,711.75,4563.96
2017-06-24,2017,06,Sat,24,174,1498262400,1,no-bh,103.5,partly-cloudy-day,0.78,21.4,14.79,336.8,4.3,992.58,1507.21
2017-06-25,2017,06,Sun,25,175,1498348800,1,no-bh,103.5,wind,0.73,21.34,12.43,336.8,4.3,575.25,724.92
2017-06-26,2017,06,Mon,26,176,1498435200,0,no-bh,103.5,partly-cloudy-day,0.55,22.89,14.94,336.8,4.3,425.38,695.25
2017-06-27,2017,06,Tue,27,177,1498521600,0,no-bh,103.5,partly-cloudy-day,0.78,19.43,14.54,336.8,4.3,705.08,1834.63
2017-06-28,2017,06,Wed,28,178,1498608000,0,no-bh,103.5,cloudy,0.89,16.33,11.88,336.8,4.3,768.71,1856.96
2017-06-29,2017,06,Thu,29,179,1498694400,0,no-bh,103.5,partly-cloudy-day,0.78,16.74,13.3,336.8,4.3,328.29,1000.46
2017-06-30,2017,06,Fri,30,180,1498780800,1,no-bh,103.5,partly-cloudy-day,0.73,20.64,14.19,336.8,4.3,717.29,1927.79
2017-07-01,2017,07,Sat,01,181,1498867200,1,no-bh,103.5,partly-cloudy-day,0.71,21.32,14.9,339.6,4.3,999.79,1262.54
2017-07-02,2017,07,Sun,02,182,1498953600,1,no-bh,103.5,partly-cloudy-day,0.62,22.44,14.58,339.6,4.3,234,473.96
2017-07-03,2017,07,Mon,03,183,1499040000,0,no-bh,103.5,partly-cloudy-day,0.69,22.92,12.56,339.6,4.3,996.13,1048.63
2017-07-04,2017,07,Tue,04,184,1499126400,0,no-bh,103.5,partly-cloudy-day,0.7,22.62,13.99,339.6,4.3,560.46,1132.92
2017-07-05,2017,07,Wed,05,185,1499212800,0,no-bh,103.5,clear-day,0.63,27.24,17.37,339.6,4.3,652.75,1297.29
2017-07-06,2017,07,Thu,06,186,1499299200,0,no-bh,103.5,partly-cloudy-day,0.62,29.2,17.15,339.6,4.3,621,1592.79
2017-07-07,2017,07,Fri,07,187,1499385600,1,no-bh,103.5,partly-cloudy-day,0.6,27.8,17.38,339.6,4.3,671,3175.08
2017-07-08,2017,07,Sat,08,188,1499472000,1,no-bh,103.5,partly-cloudy-day,0.61,25.51,16.86,339.6,4.3,1285.25,2134.08
2017-07-09,2017,07,Sun,09,189,1499558400,1,no-bh,103.5,partly-cloudy-day,0.64,26.52,15.64,339.6,4.3,498.33,903.71
2017-07-10,2017,07,Mon,10,190,1499644800,0,no-bh,103.5,partly-cloudy-day,0.64,24.19,14.32,339.6,4.3,577.42,1268.75
2017-07-11,2017,07,Tue,11,191,1499731200,0,no-bh,103.5,partly-cloudy-day,0.82,18.01,14.14,339.6,4.3,518,924.38
2017-07-12,2017,07,Wed,12,192,1499817600,0,no-bh,103.5,partly-cloudy-day,0.75,20.16,12.51,339.6,4.3,298.25,1017.38
2017-07-13,2017,07,Thu,13,193,1499904000,0,no-bh,103.5,partly-cloudy-day,0.62,21.21,14.56,339.6,4.3,626.75,1691.04
2017-07-14,2017,07,Fri,14,194,1499990400,1,no-bh,103.5,partly-cloudy-day,0.65,19.89,14.74,339.6,4.3,577.88,1617.17
2017-07-15,2017,07,Sat,15,195,1500076800,1,no-bh,103.5,partly-cloudy-day,0.77,21.22,17.65,339.6,4.3,472.08,999.75
2017-07-16,2017,07,Sun,16,196,1500163200,1,no-bh,103.5,partly-cloudy-day,0.79,23.91,14.59,339.6,4.3,489.13,660
2017-07-17,2017,07,Mon,17,197,1500249600,0,no-bh,103.5,partly-cloudy-day,0.57,25.08,16.35,339.6,4.3,302.83,947.21
2017-07-18,2017,07,Tue,18,198,1500336000,0,no-bh,103.5,partly-cloudy-day,0.66,25.4,17.88,339.6,4.3,628.54,1009.54
2017-07-19,2017,07,Wed,19,199,1500422400,0,no-bh,103.5,partly-cloudy-day,0.86,21.59,17.26,339.6,4.3,567.42,1320.63
2017-07-20,2017,07,Thu,20,200,1500508800,0,no-bh,103.5,partly-cloudy-day,0.75,19.58,12.63,339.6,4.3,1036.33,2066.96
2017-07-21,2017,07,Fri,21,201,1500595200,1,no-bh,103.5,wind,0.68,20.91,13.21,339.6,4.3,721.38,2049.38
2017-07-22,2017,07,Sat,22,202,1500681600,1,no-bh,103.5,partly-cloudy-day,0.89,17.24,10.99,339.6,4.3,470,754.08
2017-07-23,2017,07,Sun,23,203,1500768000,1,no-bh,103.5,partly-cloudy-day,0.84,18.15,13.75,339.6,4.3,448.42,488.88
2017-07-24,2017,07,Mon,24,204,1500854400,0,no-bh,103.5,partly-cloudy-day,0.85,17.48,13.33,339.6,4.3,471.04,603.17
2017-07-25,2017,07,Tue,25,205,1500940800,0,no-bh,103.5,partly-cloudy-day,0.75,21.6,14.21,339.6,4.3,523.96,1597.71
2017-07-26,2017,07,Wed,26,206,1501027200,0,no-bh,103.5,partly-cloudy-day,0.88,20.37,13.69,339.6,4.3,736.25,2128.54
2017-07-27,2017,07,Thu,27,207,1501113600,0,no-bh,103.5,partly-cloudy-day,0.78,19.47,13.66,339.6,4.3,649.71,2550.71
2017-07-28,2017,07,Fri,28,208,1501200000,1,no-bh,103.5,wind,0.81,19.76,15.28,339.6,4.3,616.29,4129.29
2017-07-29,2017,07,Sat,29,209,1501286400,1,no-bh,103.5,partly-cloudy-day,0.84,19.24,14.66,339.6,4.3,852.29,2593.33
2017-07-30,2017,07,Sun,30,210,1501372800,1,no-bh,103.5,partly-cloudy-day,0.78,19.58,13,339.6,4.3,1035.46,1184.04
2017-07-31,2017,07,Mon,31,211,1501459200,0,no-bh,103.5,partly-cloudy-day,0.72,21.06,12.38,339.6,4.3,426.13,707.33
2017-08-01,2017,08,Tue,01,212,1501545600,0,no-bh,104,partly-cloudy-day,0.74,20.99,14.58,340.1,4.3,530.63,1086.38
2017-08-02,2017,08,Wed,02,213,1501632000,0,no-bh,104,wind,0.87,17.94,15.47,340.1,4.3,823.42,1562.5
2017-08-03,2017,08,Thu,03,214,1501718400,0,no-bh,104,wind,0.78,20.16,14.71,340.1,4.3,649.25,2609.96
2017-08-04,2017,08,Fri,04,215,1501804800,1,no-bh,104,partly-cloudy-day,0.71,20.45,14.13,340.1,4.3,627.67,2699.83
2017-08-05,2017,08,Sat,05,216,1501891200,1,no-bh,104,partly-cloudy-day,0.71,18.61,10.11,340.1,4.3,953.83,4641.04
2017-08-06,2017,08,Sun,06,217,1501977600,1,no-bh,104,partly-cloudy-day,0.71,20.51,12.77,340.1,4.3,848.75,875.92
2017-08-07,2017,08,Mon,07,218,1502064000,0,no-bh,104,partly-cloudy-day,0.84,19.6,13.98,340.1,4.3,343.5,921.25
2017-08-08,2017,08,Tue,08,219,1502150400,0,no-bh,104,partly-cloudy-day,0.86,16.53,12.98,340.1,4.3,446,1067.83
2017-08-09,2017,08,Wed,09,220,1502236800,0,no-bh,104,partly-cloudy-day,0.92,14.86,11.94,340.1,4.3,752.08,1386.92
2017-08-10,2017,08,Thu,10,221,1502323200,0,no-bh,104,partly-cloudy-day,0.75,19.38,9.87,340.1,4.3,720.54,2391.13
2017-08-11,2017,08,Fri,11,222,1502409600,1,no-bh,104,partly-cloudy-day,0.77,20.39,16.43,340.1,4.3,707.54,3430.92
2017-08-12,2017,08,Sat,12,223,1502496000,1,no-bh,104,partly-cloudy-day,0.73,20.73,12,340.1,4.3,491.04,1163.92
2017-08-13,2017,08,Sun,13,224,1502582400,1,no-bh,104,clear-day,0.59,21.17,11.09,340.1,4.3,642.42,767.92
2017-08-14,2017,08,Mon,14,225,1502668800,0,no-bh,104,partly-cloudy-day,0.68,22.74,14.91,340.1,4.3,511.58,765.08
2017-08-15,2017,08,Tue,15,226,1502755200,0,no-bh,104,partly-cloudy-day,0.69,22.61,10.74,340.1,4.3,482.71,992
2017-08-16,2017,08,Wed,16,227,1502841600,0,no-bh,104,partly-cloudy-day,0.71,21.49,15.33,340.1,4.3,668,999.08
2017-08-17,2017,08,Thu,17,228,1502928000,0,no-bh,104,partly-cloudy-day,0.8,22.88,14.96,340.1,4.3,492.58,1520.38
2017-08-18,2017,08,Fri,18,229,1503014400,1,no-bh,104,wind,0.78,18.76,12.86,340.1,4.3,803.63,3752.67
2017-08-19,2017,08,Sat,19,230,1503100800,1,no-bh,104,wind,0.69,19.14,9.94,340.1,4.3,924.13,6345.25
2017-08-20,2017,08,Sun,20,231,1503187200,1,no-bh,104,partly-cloudy-day,0.76,19.87,13.64,340.1,4.3,778.75,912.13
2017-08-21,2017,08,Mon,21,232,1503273600,0,no-bh,104,cloudy,0.92,18.47,16.97,340.1,4.3,300.5,890.88
2017-08-22,2017,08,Tue,22,233,1503360000,0,no-bh,104,partly-cloudy-day,0.86,21.99,16.21,340.1,4.3,526.83,2095.21
2017-08-23,2017,08,Wed,23,234,1503446400,0,no-bh,104,partly-cloudy-day,0.82,20.86,12.83,340.1,4.3,625.38,2372.83
2017-08-24,2017,08,Thu,24,235,1503532800,0,no-bh,104,partly-cloudy-day,0.76,20.37,11.21,340.1,4.3,855.33,2028.79
2017-08-25,2017,08,Fri,25,236,1503619200,1,no-bh,104,partly-cloudy-day,0.74,23.06,13.94,340.1,4.3,522.17,3297.33
2017-08-26,2017,08,Sat,26,237,1503705600,1,no-bh,104,partly-cloudy-day,0.7,23.71,15.24,340.1,4.3,419.92,697
2017-08-27,2017,08,Sun,27,238,1503792000,1,no-bh,104,clear-day,0.66,25.09,14.62,340.1,4.3,534.25,1276.13
2017-08-28,2017,08,Mon,28,239,1503878400,0,bh,104,clear-day,0.71,26.75,16.64,340.1,4.3,240.54,461.54
2017-08-29,2017,08,Tue,29,240,1503964800,0,no-bh,104,partly-cloudy-day,0.75,24.42,13.07,340.1,4.3,184.25,514.67
2017-08-30,2017,08,Wed,30,241,1504051200,0,no-bh,104,partly-cloudy-day,0.85,13.57,8.63,340.1,4.3,330.13,897.79
2017-08-31,2017,08,Thu,31,242,1504137600,0,no-bh,104,partly-cloudy-day,0.79,18.67,9.38,340.1,4.3,983.92,1981.71
2017-09-01,2017,09,Fri,01,243,1504224000,1,no-bh,104.3,clear-day,0.7,19.93,10.12,340.6,4.3,768.17,4608.5
2017-09-02,2017,09,Sat,02,244,1504310400,1,no-bh,104.3,clear-day,0.7,20.21,10.86,340.6,4.3,379.25,698.21
2017-09-03,2017,09,Sun,03,245,1504396800,1,no-bh,104.3,partly-cloudy-day,0.84,17.19,13.3,340.6,4.3,968.17,867.88
2017-09-04,2017,09,Mon,04,246,1504483200,0,no-bh,104.3,partly-cloudy-day,0.92,21.28,16.12,340.6,4.3,284.42,646.46
2017-09-05,2017,09,Tue,05,247,1504569600,0,no-bh,104.3,partly-cloudy-day,0.88,19.14,11.93,340.6,4.3,553.5,1153.75
2017-09-06,2017,09,Wed,06,248,1504656000,0,no-bh,104.3,partly-cloudy-day,0.73,17.93,11.25,340.6,4.3,490.29,1060.83
2017-09-07,2017,09,Thu,07,249,1504742400,0,no-bh,104.3,partly-cloudy-day,0.77,18.58,14.32,340.6,4.3,649.08,2114.08
2017-09-08,2017,09,Fri,08,250,1504828800,1,no-bh,104.3,partly-cloudy-day,0.86,17.41,10.11,340.6,4.3,901.96,3471.29
2017-09-09,2017,09,Sat,09,251,1504915200,1,no-bh,104.3,partly-cloudy-day,0.82,17.09,8.56,340.6,4.3,1129.17,4952.67
2017-09-10,2017,09,Sun,10,252,1505001600,1,no-bh,104.3,wind,0.87,16.37,11.13,340.6,4.3,747.21,612.63
2017-09-11,2017,09,Mon,11,253,1505088000,0,no-bh,104.3,wind,0.78,17.91,10.4,340.6,4.3,369.71,670.88
2017-09-12,2017,09,Tue,12,254,1505174400,0,no-bh,104.3,wind,0.78,17.46,12.53,340.6,4.3,514.71,882
2017-09-13,2017,09,Wed,13,255,1505260800,0,no-bh,104.3,wind,0.7,16.49,8.17,340.6,4.3,911,2700.12
2017-09-14,2017,09,Thu,14,256,1505347200,0,no-bh,104.3,partly-cloudy-day,0.77,16.36,7.41,340.6,4.3,592.92,2252.88
2017-09-15,2017,09,Fri,15,257,1505433600,1,no-bh,104.3,partly-cloudy-day,0.81,15.31,7.54,340.6,4.3,726.71,3163.71
2017-09-16,2017,09,Sat,16,258,1505520000,1,no-bh,104.3,partly-cloudy-day,0.86,14.14,8.63,340.6,4.3,347.96,862.25
2017-09-17,2017,09,Sun,17,259,1505606400,1,no-bh,104.3,partly-cloudy-day,0.85,15.83,10.68,340.6,4.3,1121.17,1653.08
2017-09-18,2017,09,Mon,18,260,1505692800,0,no-bh,104.3,partly-cloudy-day,0.82,15.74,8.84,340.6,4.3,344.17,694.58
2017-09-19,2017,09,Tue,19,261,1505779200,0,no-bh,104.3,partly-cloudy-day,0.83,14.78,9.08,340.6,4.3,124.58,623.75
2017-09-20,2017,09,Wed,20,262,1505865600,0,no-bh,104.3,partly-cloudy-day,0.85,16.71,13.36,340.6,4.3,639.17,1439.71
2017-09-21,2017,09,Thu,21,263,1505952000,0,no-bh,104.3,partly-cloudy-day,0.84,17.32,6.73,340.6,4.3,503.54,2981.92
2017-09-22,2017,09,Fri,22,264,1506038400,1,no-bh,104.3,partly-cloudy-day,0.79,17.57,12.03,340.6,4.3,803.33,2554.38
2017-09-23,2017,09,Sat,23,265,1506124800,1,no-bh,104.3,partly-cloudy-day,0.74,18.39,10.99,340.6,4.3,565.67,5599.38
2017-09-24,2017,09,Sun,24,266,1506211200,1,no-bh,104.3,partly-cloudy-day,0.76,21.1,14.69,340.6,4.3,886.38,1045.75
2017-09-25,2017,09,Mon,25,267,1506297600,0,no-bh,104.3,fog,0.88,17.62,13.58,340.6,4.3,442.92,615.79
2017-09-26,2017,09,Tue,26,268,1506384000,0,no-bh,104.3,fog,0.84,19.86,12.96,340.6,4.3,499.71,1133.46
2017-09-27,2017,09,Wed,27,269,1506470400,0,no-bh,104.3,fog,0.87,20.04,15.09,340.6,4.3,623.08,1515.33
2017-09-28,2017,09,Thu,28,270,1506556800,0,no-bh,104.3,partly-cloudy-day,0.85,19.37,13.16,340.6,4.3,432,2287.54
2017-09-29,2017,09,Fri,29,271,1506643200,1,no-bh,104.3,partly-cloudy-day,0.88,18.09,10.86,340.6,4.3,782.08,5593.5
2017-09-30,2017,09,Sat,30,272,1506729600,1,no-bh,104.3,partly-cloudy-day,0.83,16.09,13.58,340.6,4.3,409.17,2206.83
2017-10-01,2017,10,Sun,01,273,1506816000,1,no-bh,104.4,wind,0.91,17.15,13.76,344.9,0,1091.83,1166.13
2017-10-02,2017,10,Mon,02,274,1506902400,0,no-bh,104.4,wind,0.73,16.83,8.88,344.9,0,381.96,739.46
2017-10-03,2017,10,Tue,03,275,1506988800,0,no-bh,104.4,partly-cloudy-day,0.73,15.27,8.97,344.9,0,946.92,1302.71
2017-10-04,2017,10,Wed,04,276,1507075200,0,no-bh,104.4,wind,0.74,14.99,12.41,344.9,0,564.04,2023.54
2017-10-05,2017,10,Thu,05,277,1507161600,0,no-bh,104.4,wind,0.69,16.2,7.76,344.9,0,528.58,2291.58
2017-10-06,2017,10,Fri,06,278,1507248000,1,no-bh,104.4,partly-cloudy-day,0.73,14.63,9.66,344.9,0,466.92,3737.62
2017-10-07,2017,10,Sat,07,279,1507334400,1,no-bh,104.4,partly-cloudy-day,0.81,16.62,9.94,344.9,0,740.63,939.71
2017-10-08,2017,10,Sun,08,280,1507420800,1,no-bh,104.4,partly-cloudy-day,0.82,15.93,9.58,344.9,0,839.63,753.88
2017-10-09,2017,10,Mon,09,281,1507507200,0,no-bh,104.4,partly-cloudy-day,0.85,15.99,11.14,344.9,0,346.96,703.58
2017-10-10,2017,10,Tue,10,282,1507593600,0,no-bh,104.4,partly-cloudy-day,0.87,15.87,13.73,344.9,0,693.83,1283.92
2017-10-11,2017,10,Wed,11,283,1507680000,0,no-bh,104.4,wind,0.84,16.06,9.6,344.9,0,698.75,1544.71
2017-10-12,2017,10,Thu,12,284,1507766400,0,no-bh,104.4,partly-cloudy-day,0.8,16.6,11.23,344.9,0,890.33,2449.88
2017-10-13,2017,10,Fri,13,285,1507852800,1,no-bh,104.4,partly-cloudy-day,0.88,18.16,15.63,344.9,0,565.54,5095.29
2017-10-14,2017,10,Sat,14,286,1507939200,1,no-bh,104.4,partly-cloudy-day,0.85,19.03,11.67,344.9,0,780,5294.21
2017-10-15,2017,10,Sun,15,287,1508025600,1,no-bh,104.4,partly-cloudy-day,0.89,18.82,13.11,344.9,0,877.17,794.83
2017-10-16,2017,10,Mon,16,288,1508112000,0,no-bh,104.4,wind,0.81,21.51,10.39,344.9,0,251.5,610.04
2017-10-17,2017,10,Tue,17,289,1508198400,0,no-bh,104.4,partly-cloudy-day,0.74,13.98,10.55,344.9,0,347.33,1150.42
2017-10-18,2017,10,Wed,18,290,1508284800,0,no-bh,104.4,fog,0.9,14.89,14.39,344.9,0,907.75,2324.25
2017-10-19,2017,10,Thu,19,291,1508371200,0,no-bh,104.4,wind,0.93,16.72,12.12,344.9,0,516.96,2507.08
2017-10-20,2017,10,Fri,20,292,1508457600,1,no-bh,104.4,wind,0.81,14.15,12.32,344.9,0,830.88,4680.21
2017-10-21,2017,10,Sat,21,293,1508544000,1,no-bh,104.4,wind,0.81,14.61,9.35,344.9,0,490.96,1604.42
2017-10-22,2017,10,Sun,22,294,1508630400,1,no-bh,104.4,wind,0.73,13.17,9.81,344.9,0,794.79,1295.96
2017-10-23,2017,10,Mon,23,295,1508716800,0,no-bh,104.4,partly-cloudy-day,0.9,15.79,13.96,344.9,0,202.96,605.38
2017-10-24,2017,10,Tue,24,296,1508803200,0,no-bh,104.4,partly-cloudy-day,0.89,17.81,14.19,344.9,0,512.83,1065.75
2017-10-25,2017,10,Wed,25,297,1508889600,0,no-bh,104.4,partly-cloudy-day,0.8,17.76,8.98,344.9,0,702.38,2174.58
2017-10-26,2017,10,Thu,26,298,1508976000,0,no-bh,104.4,fog,0.96,15.35,8.19,344.9,0,737.88,2800.13
2017-10-27,2017,10,Fri,27,299,1509062400,1,no-bh,104.4,clear-day,0.8,13.68,5.62,344.9,0,875.33,4860.12
2017-10-28,2017,10,Sat,28,300,1509148800,1,no-bh,104.4,partly-cloudy-day,0.86,15.52,12.73,344.9,0,944.42,6266.83
2017-10-29,2017,10,Sun,29,301,1509235200,1,no-bh,104.4,partly-cloudy-day,0.73,13.88,2.91,344.9,0,1091.5,900.54
